realistic,investigative,artistic,social,enterprising,conventional,extraversion,agreeableness,conscientiousness,emotional_stability,openness,major
1.375,1.875,2.875,1.5,1.375,1.25,3,0,1,0,2,accounting
2.875,1.75,2.625,3.875,3.875,3.625,5,-2,2,0,3,marketing
1.375,2.625,4.125,2.875,3.375,2.5,3,-2,5,0,5,civil engineering
1.25,3.125,4.5,3.75,2.375,1.25,-1,4,6,3,0,psychology
1.25,1.25,3.125,3.375,2.625,2.25,6,5,5,2,5,human services
1.0,1.625,1.0,1.0,1.0,1.0,-1,0,6,6,6,marine biology
1.75,1.625,2.875,3.75,3.5,2.875,3,2,-1,-4,5,information management
1.125,1.5,1.375,2.25,2.125,1.25,5,0,1,4,2,hotel management
1.0,3.625,2.875,3.75,1.625,1.0,1,3,-3,-2,6,psychology
2.5,3.0,3.0,2.125,1.75,3.375,-4,5,2,4,1,psychology
2.375,3.625,3.25,3.875,3.0,3.75,-3,3,1,1,3,marketing
1.375,2.25,1.5,3.875,2.0,4.25,-5,6,6,6,1,human services
1.5,3.5,2.25,2.0,1.5,1.625,-5,-5,2,4,2,history
3.625,3.0,4.25,3.625,3.0,3.125,-4,5,-1,2,2,photography
1.5,3.125,3.875,3.25,3.125,2.375,-3,3,3,-2,2,psychology
2.125,3.75,2.75,3.125,2.25,4.5,-2,-2,3,-3,3,sociology
2.0,2.25,2.125,3.0,2.25,2.25,2,0,6,5,0,law
3.25,3.5,4.0,2.375,1.875,2.125,-1,1,-1,4,6,english
1.5,0.875,0.875,1.125,2.5,4.25,3,4,5,5,4,accounting
1.625,3.125,2.125,1.625,2.125,1.875,-3,-1,4,5,3,nursing
1.25,2.125,3.75,4.75,2.375,1.875,-6,6,2,-6,1,communication
1.75,1.75,4.125,4.625,4.25,2.625,1,-2,6,6,2,psychology
2.5,1.75,1.625,3.25,2.125,4.5,2,1,6,3,5,civil engineering
1.25,1.0,1.25,1.375,1.0,1.375,-2,6,6,2,-6,computer science
2.375,4.125,3.5,3.5,3.125,2.5,0,-2,-1,-4,1,linguistics
1.5,4.25,2.375,3.875,2.0,4.5,-1,5,2,1,-2,accounting
4.125,3.375,4.25,4.5,2.875,2.875,-1,-6,-1,0,0,psychology
2.25,2.75,3.5,4.5,3.0,3.25,1,4,5,1,2,psychology
1.375,3.0,1.875,2.25,4.625,1.875,2,2,0,-1,-5,chemical engineering
3.375,4.0,2.875,2.125,3.5,3.0,-3,-1,3,1,3,computer science
2.5,2.375,3.625,3.875,2.5,2.875,1,2,5,4,3,psychology
2.125,3.75,3.5,2.75,1.875,2.0,-2,1,3,-3,4,psychology
1.5,2.125,2.0,3.5,4.0,4.0,-1,0,6,2,-1,business
1.375,4.125,1.375,3.625,2.125,1.875,2,1,4,-5,-2,psychology
1.625,4.0,3.25,2.875,2.375,2.75,3,4,3,0,3,human resources
2.0,3.375,3.25,3.5,3.375,2.375,-1,5,4,4,5,psychology
1.25,1.375,2.25,2.875,3.0,1.375,-2,3,6,-2,4,management
1.625,3.125,4.25,4.0,1.5,2.25,-5,5,4,-5,6,general studies
2.75,3.75,3.5,4.25,2.875,3.25,-4,4,1,3,2,human services
3.375,4.25,3.75,4.125,3.375,3.25,0,6,2,1,5,computer science
1.5,4.0,4.125,3.0,2.5,1.5,-6,1,1,1,4,journalism
1.375,4.375,2.75,3.75,2.875,1.25,-1,1,5,4,5,psychology
1.25,1.25,2.25,3.875,3.625,1.25,3,5,-1,-2,1,economy
2.75,3.0,4.25,4.5,4.25,2.5,1,1,3,2,6,art
1.0,2.25,2.5,4.0,1.0,1.25,-1,2,2,-2,2,mental health counseling
2.125,4.625,3.75,4.125,2.75,2.25,2,1,1,1,-1,marketing
1.25,4.0,2.5,2.5,2.0,1.125,-2,3,4,0,4,public relations
1.625,3.375,4.5,3.75,4.0,2.375,6,2,2,0,5,english
2.25,1.75,3.125,2.875,3.125,3.0,2,0,5,-1,1,psychology
2.125,3.875,4.125,2.875,1.875,1.875,2,1,-1,5,3,medtech
1.75,3.25,2.625,4.125,2.75,2.125,1,2,3,-1,1,
3.75,4.25,4.0,4.0,2.75,2.625,-2,4,1,-1,2,electrical engineering
2.875,2.625,3.5,3.5,3.375,2.875,-6,2,-1,0,2,english
3.5,3.375,2.5,2.375,2.5,3.875,-1,2,0,2,-2,computer engineer
1.875,3.25,2.375,3.375,3.875,2.875,-2,2,1,1,3,medical technology
1.0,1.5,2.625,2.5,1.0,1.875,1,1,6,1,2,psychology
3.0,2.125,2.875,2.0,2.5,2.125,0,-1,-1,4,3,business
1.25,3.25,2.75,3.625,2.75,1.5,1,2,0,-3,2,language
1.75,3.0,4.375,4.0,2.875,2.375,-5,6,4,0,5,theatre management
2.125,1.125,1.125,1.5,4.0,5.0,4,-1,1,4,-6,global business
1.625,1.5,4.625,3.25,3.5,2.0,-1,0,-1,5,5,marketing
1.25,4.0,3.375,3.125,2.25,2.0,-3,-3,-5,3,6,physics
1.5,4.0,4.0,3.75,2.125,1.625,2,6,6,6,4,history
2.625,3.25,3.25,3.625,3.5,3.375,3,5,4,5,6,business
1.5,1.875,2.625,3.375,4.125,2.125,-1,6,5,4,1,business
2.375,4.0,3.0,4.5,2.625,2.375,-3,6,0,-5,-3,psychology
1.75,4.625,3.25,4.25,3.125,3.0,-6,4,-1,-4,3,socialogy
2.0,2.0,4.125,2.375,3.875,1.75,1,5,6,5,5,accounting
1.5,1.625,4.75,3.0,3.75,2.625,-2,-2,0,3,-1,business management
2.25,2.0,3.125,3.375,2.875,3.0,-2,3,3,-1,-1,business management
2.5,2.375,3.0,2.875,2.5,2.875,2,1,3,-1,2,management
2.75,2.625,2.625,2.25,1.875,2.75,-5,3,-1,-4,-1,history
2.5,3.25,4.75,2.875,3.25,1.5,-4,4,-5,0,4,english
2.875,2.875,2.5,2.75,2.5,3.25,-2,2,1,1,0,business management
1.875,4.75,4.125,4.125,3.0,1.625,-1,5,6,0,4,photography
1.25,1.625,3.875,4.0,3.625,1.75,5,6,4,-5,4,business
1.5,3.125,2.25,3.25,3.625,3.75,-3,5,4,0,2,business administration
1.125,2.875,2.25,3.0,3.75,3.75,-3,3,4,0,2,business administration
2.25,2.75,2.875,3.5,3.5,3.375,-2,3,3,0,5,applied science
1.875,2.875,3.125,4.25,3.875,3.875,0,0,4,-6,3,psychology
2.5,1.625,2.875,3.375,4.125,3.75,0,1,0,-2,4,business english
2.0,4.375,2.5,3.625,1.875,1.625,0,6,6,-1,3,english
2.75,3.25,3.5,3.75,3.5,3.0,0,1,2,-1,4,
2.0,3.5,4.125,3.25,2.375,1.25,3,5,0,5,5,art
4.25,2.625,2.375,2.375,2.125,2.0,-1,2,3,1,0,mechanical
2.375,3.625,2.125,3.625,3.625,2.75,0,6,5,4,1,business management
1.75,3.25,2.25,2.875,3.625,2.75,-3,0,5,6,6,business management
1.25,3.375,4.125,4.125,3.5,1.375,5,0,3,-2,6,business management
2.75,2.125,4.375,4.0,4.125,3.5,5,1,5,-2,1,management
2.5,2.875,3.25,1.875,1.5,1.5,2,-2,-1,-2,6,computer science
1.375,2.25,3.125,4.25,2.25,1.875,3,3,5,3,2,computer science
2.25,2.5,3.375,2.75,2.75,2.75,4,0,2,1,4,financial management
2.0,3.375,3.625,2.25,3.875,3.0,2,4,1,6,3,business management
1.25,1.75,2.75,2.125,2.625,2.75,3,0,-1,1,3,business and administration
2.875,3.375,2.875,3.875,3.75,4.0,1,2,0,1,1,english
1.0,3.0,3.625,3.25,1.5,1.0,6,3,3,6,6,psychology
3.0,4.0,4.75,3.625,4.25,2.625,2,0,0,0,3,buisness management
2.75,3.25,3.625,3.125,3.625,2.875,2,1,-2,3,0,business
1.25,1.25,2.5,2.875,3.375,3.125,6,4,1,3,-1,business management
2.375,2.125,2.75,3.75,2.875,4.5,1,1,-3,-5,-1,business management
1.625,2.0,3.25,4.125,2.125,1.25,1,4,4,2,5,english
4.25,3.75,2.75,4.0,4.0,3.25,2,0,2,3,1,mechanical engineering
1.625,1.875,1.0,1.0,1.0,1.375,0,-2,6,3,2,science
2.125,2.875,2.75,3.625,3.5,2.625,1,2,5,4,5,marine biology
1.0,1.0,1.5,4.0,2.375,2.0,4,1,5,0,2,human services
3.125,4.875,2.875,3.0,1.875,2.0,-1,1,4,-1,6,kinesiology
2.5,1.0,1.0,1.25,3.5,2.375,4,-1,1,1,3,business
2.125,3.5,4.0,2.5,3.25,3.625,-5,-5,6,6,1,computer science
1.375,3.875,1.875,4.875,2.875,4.625,4,3,4,-2,0,political science
2.0,1.5,3.625,3.25,2.875,3.125,-1,6,3,3,6,computer information system
2.625,4.375,3.5,3.625,2.0,3.25,-1,0,0,-4,1,landscape architecture
1.75,2.375,1.75,4.875,4.0,3.125,-1,2,5,-2,4,human services
1.0,1.375,2.625,4.25,1.375,1.0,2,2,4,-1,5,psychology
1.125,2.25,1.0,4.5,2.0,1.5,-4,4,5,2,-2,biology
1.0,1.5,1.0,3.5,1.75,1.875,2,2,6,2,5,physical education
1.25,2.75,3.0,3.5,2.875,2.5,-5,5,0,-2,-3,nursing
2.0,2.125,1.75,3.25,3.75,1.25,2,1,-3,-3,-1,primary education
2.0,4.75,4.875,4.75,3.875,2.375,2,1,6,1,6,business administration
1.25,2.25,3.25,2.5,1.75,1.5,-1,2,3,5,3,nursing
1.0,2.0,1.375,1.625,1.375,1.625,1,2,3,2,4,business
2.75,1.75,4.5,2.875,3.25,2.5,2,4,4,0,5,film production
1.875,1.375,1.0,3.875,3.0,2.875,-1,-1,6,-1,2,business administration
2.875,1.75,1.625,4.75,4.25,4.625,5,1,4,4,6,international business
3.25,3.5,3.5,4.0,2.875,3.125,0,3,-1,-2,6,psychology
2.875,4.375,3.5,4.125,3.0,3.125,0,1,5,3,2,medicine
2.75,4.0,3.625,3.75,3.25,3.5,-3,0,1,3,2,telecommunication
2.375,2.25,3.0,2.5,2.875,2.625,0,-1,4,5,2,tourism
1.875,2.875,4.625,3.5,3.25,2.375,4,3,-3,-2,0,liberal arts
1.0,2.5,1.0,4.5,3.0,1.5,3,2,6,3,1,communication disorders
1.0,3.125,2.0,4.5,1.625,2.375,-3,0,5,-4,0,sociology
2.125,2.25,2.125,3.625,2.875,2.75,1,6,6,5,5,human service
4.5,4.25,4.25,3.875,4.75,5.0,0,4,6,-1,1,hospitality
1.25,3.0,1.625,3.875,1.625,1.125,-2,4,4,4,2,physical therapy
2.25,3.625,2.125,2.375,3.0,3.25,1,-3,0,3,-1,business
1.875,3.0,3.0,4.5,2.875,2.5,1,1,3,0,6,finance
2.125,3.75,2.375,3.125,1.875,3.25,1,2,6,5,2,nursing
1.25,5.0,2.5,4.5,2.0,1.0,1,4,5,5,3,animal science
1.125,2.125,1.0,3.25,1.5,1.875,-1,1,5,0,-1,physical therapy
2.125,2.375,3.75,2.875,3.625,3.25,1,3,3,2,1,business
2.0,3.625,3.75,3.125,2.875,2.125,-2,3,0,2,3,chinese literature
3.5,2.125,3.5,3.375,3.375,2.875,5,-1,-2,0,0,business
2.5,2.75,4.75,3.625,3.5,3.25,2,2,0,1,2,english
1.625,3.5,2.375,3.125,4.25,3.0,-4,-3,5,6,5,business management
4.875,1.75,3.125,4.0,4.125,3.75,0,0,4,3,4,engineering
1.125,4.0,1.375,3.125,2.125,1.875,2,2,1,-3,-1,biology
2.25,1.75,2.0,3.375,3.875,3.75,2,1,-1,1,2,business
1.875,2.25,4.0,2.0,2.875,2.75,2,0,5,-4,6,english
1.125,4.125,3.625,3.625,1.75,1.125,-4,4,-1,5,5,psychology
3.125,3.875,3.75,2.875,2.875,3.125,0,3,-1,2,3,business management
1.25,1.0,1.25,3.75,1.5,2.5,4,6,6,5,3,business studies
1.375,3.125,2.0,2.75,2.375,2.375,3,3,5,2,6,computer tech
2.75,4.625,2.25,3.25,2.125,2.25,-5,6,2,0,0,astronomy
2.125,2.5,3.875,4.25,3.5,2.75,1,3,5,4,3,english
2.5,3.375,1.375,3.25,2.0,2.875,5,4,1,5,2,sports
1.875,3.375,3.0,4.25,3.125,2.25,4,-1,5,-1,0,physiotherapist
2.5,2.625,3.375,3.875,3.0,3.625,-4,2,6,1,1,engineering
2.375,3.625,3.5,3.5,3.5,3.625,0,4,5,2,-1,business
1.75,1.75,3.0,2.875,3.375,2.375,4,1,-3,-1,2,business management
1.625,3.625,4.625,4.625,2.625,1.75,1,6,4,5,6,counselling
1.0,1.0,1.5,1.0,1.0,1.0,-6,-1,-3,1,6,math
3.75,3.75,4.125,4.0,3.875,4.0,1,0,-2,1,0,business management
1.125,1.625,2.25,2.5,2.125,1.875,0,4,2,2,-1,business management
3.375,3.75,2.625,2.5,2.25,2.75,-1,2,4,-1,2,mechanical engineering
2.25,3.0,2.375,3.0,3.375,2.375,-2,1,0,-1,3,psychology
2.375,2.0,2.0,1.75,2.5,3.375,-4,-5,0,3,6,economics and management
1.5,3.125,3.5,2.5,3.125,3.5,5,3,4,0,4,american studies
1.25,2.0,1.875,4.125,1.5,1.5,-5,2,1,0,1,psychology
2.125,1.625,1.5,1.75,1.5,3.75,-3,6,6,-3,0,chemical engineering
2.625,3.0,2.5,3.0,4.625,2.0,2,3,4,1,3,engineering
2.0,4.0,4.75,4.25,4.0,1.75,-2,0,2,-6,2,psychology
3.5,4.625,4.0,1.875,4.0,4.125,1,1,-4,-4,6,architect
1.125,2.75,3.375,4.125,2.75,1.375,-2,2,3,-4,5,psychology
1.875,4.0,2.75,1.75,4.0,3.125,-2,2,4,-4,6,business
2.125,2.5,2.875,3.25,4.0,3.0,4,2,-2,4,0,business management
2.5,3.875,2.375,4.5,2.625,1.125,-1,5,6,6,4,history
1.5,2.0,1.875,3.75,2.25,3.125,-2,6,3,2,-1,psychology
2.875,3.5,2.25,3.25,3.0,3.25,4,0,-2,0,2,media
2.5,4.875,3.75,3.625,2.875,1.125,-1,5,-6,-5,1,biology
2.125,1.75,2.125,3.5,2.0,2.75,-6,5,5,-2,-2,human service
2.125,3.75,3.625,1.875,2.75,2.875,-4,-2,4,-5,-2,finance
2.375,3.875,4.375,3.5,2.625,3.375,0,0,0,0,0,health care
2.0,2.25,1.25,1.875,2.625,2.375,-3,0,1,6,1,neither
1.0,2.5,1.0,1.0,1.0,1.0,-1,0,5,-1,-1,dental hygiene
2.25,2.625,3.0,3.5,2.25,2.5,-2,1,-1,-3,4,multimedia
1.375,2.5,2.375,2.375,2.0,1.75,-3,5,2,0,2,marketing
2.25,2.125,4.375,2.75,2.5,2.0,-6,1,1,0,5,marketing
1.5,2.125,1.25,3.0,2.125,2.25,-2,1,-2,-1,2,psychology
3.25,3.375,3.5,3.0,2.25,2.5,-6,4,1,-4,-3,biology
3.375,2.75,3.0,3.875,2.625,3.25,6,-3,-1,4,3,international relations
1.0,4.875,3.0,3.5,1.75,1.125,5,4,4,0,-1,biology
2.0,2.5,2.875,3.75,3.0,2.375,2,3,1,-5,4,international relations
1.0,3.875,2.125,2.625,3.5,1.25,4,-1,-1,2,5,psychology
3.25,1.375,1.5,2.75,2.375,2.625,-4,1,-2,4,-2,computer information systems
2.0,1.375,2.125,1.75,2.25,2.75,-5,1,0,-2,-3,computer information systems
3.0,3.125,2.125,3.75,3.25,4.0,-1,1,2,2,3,general business
2.875,3.5,3.375,3.875,4.125,2.75,2,1,2,0,2,business administration
2.75,3.875,3.375,3.75,2.875,3.125,-1,-1,1,-1,6,psychology
1.625,1.5,2.875,4.0,2.875,3.75,5,6,6,-1,5,computers
3.875,4.875,2.0,3.5,2.375,2.375,1,-2,3,4,3,biochemistry
3.0,3.75,4.125,4.25,2.625,3.125,-4,0,4,-2,0,psychology
1.625,2.5,4.25,3.0,2.375,1.75,-6,1,-1,1,3,marketing
1.75,3.0,1.75,3.5,2.0,2.75,5,4,-2,-1,4,psychology
1.375,4.0,1.0,1.375,3.25,1.0,5,-4,4,4,6,information technology
2.0,3.25,2.125,3.75,2.375,3.0,0,0,5,1,2,psychology
1.875,4.375,3.875,4.25,2.5,2.75,5,6,5,6,1,human resources management
1.375,2.625,3.75,2.0,2.125,1.875,0,5,-2,1,5,linguistics
2.5,2.625,4.0,4.375,3.5,2.375,2,4,4,2,5,marketing
1.5,2.375,2.25,4.25,1.375,2.125,0,2,4,-2,-3,psychology
2.375,3.5,4.125,3.125,2.0,2.0,-5,1,0,-4,4,foreign languages
3.0,2.625,3.125,4.875,4.125,3.0,2,5,6,6,6,marine
4.125,2.0,2.125,3.875,4.125,4.125,-3,1,3,3,6,engineering
1.375,1.0,1.75,3.25,1.375,1.125,2,-1,1,2,1,english
1.0,1.375,2.625,4.375,2.0,2.625,4,2,6,-2,5,medical administrative
1.25,2.0,2.375,2.75,1.5,1.25,2,0,1,-1,4,criminal justice
2.375,3.875,1.375,4.375,2.0,1.625,-1,3,4,-2,1,medical assisting
1.625,2.25,2.625,3.25,2.25,1.875,4,0,6,5,4,kinesiology
0.875,1.375,1.75,2.75,3.25,1.625,5,1,1,6,1,engineering
3.75,3.125,2.75,2.625,3.375,2.0,-1,2,3,4,5,sports
1.0,1.25,1.5,3.125,1.0,1.125,0,-1,2,2,1,english
2.125,1.875,4.125,3.25,3.875,2.5,6,0,5,5,4,technical management
3.125,3.875,2.125,1.25,3.0,3.375,2,-1,-4,4,0,engineering
2.5,4.625,3.75,2.75,3.0,3.25,-6,5,1,3,3,foreign languages
1.25,1.125,1.5,2.875,3.5,2.0,5,5,4,3,2,law
1.0,2.25,2.375,3.0,1.75,1.375,5,4,3,5,5,management
2.375,2.5,3.625,4.0,2.375,2.875,1,3,6,6,4,history
2.125,3.75,3.875,2.875,2.25,1.5,-2,6,5,5,5,law
1.25,2.625,1.875,3.875,4.125,4.25,1,0,6,-1,1,business
2.625,4.5,2.875,2.625,3.0,2.125,3,0,5,4,5,kinesiology
2.375,3.875,3.875,3.625,2.375,2.875,5,1,2,-2,6,neuroscience
3.125,2.375,2.625,3.625,3.25,3.125,5,3,3,-5,6,architecture
2.625,3.0,2.875,3.875,2.25,3.125,-2,4,1,2,1,psychology
2.5,3.75,2.375,2.125,1.25,3.25,-2,2,2,0,1,film studies
1.875,3.0,2.25,4.25,1.75,1.875,-5,3,5,2,0,nursing
1.5,2.75,1.375,4.125,2.625,2.875,2,0,6,4,4,nursing
2.625,4.25,1.5,3.875,1.25,2.0,1,0,4,-1,2,nursing
1.0,1.75,1.375,1.75,2.125,1.125,-4,2,6,-2,2,business
1.0,1.875,1.375,2.0,1.375,1.75,-2,-1,1,-4,-1,nutrition
1.875,1.5,1.625,2.5,2.375,3.75,-3,1,4,3,2,psychology
1.75,1.125,1.0,2.625,2.875,4.0,-1,3,6,6,-1,business
3.5,3.5,4.25,3.0,3.875,3.25,1,1,4,0,4,computer information systems
2.375,1.375,1.0,1.0,1.125,1.25,4,0,4,-3,-5,electrical engineer
1.75,3.0,4.0,4.75,4.0,4.5,-1,5,6,6,6,rehab services
2.75,1.75,2.0,3.25,2.5,3.0,2,0,6,0,6,business management
1.875,4.125,1.875,4.375,1.125,1.125,-3,3,5,0,3,physical therapy
1.25,3.625,2.125,3.375,2.75,2.5,-1,2,6,2,4,psychology
3.375,4.875,5.0,3.875,1.625,1.625,-2,6,-2,3,6,communications
1.75,1.625,2.0,4.125,2.0,2.375,-1,0,3,0,1,medical doctor
1.0,1.75,2.375,3.75,1.0,1.5,2,6,3,1,3,international relations
1.25,3.0,1.375,3.0,1.875,1.375,-1,0,5,1,0,medical technologiesnursing
1.875,3.875,2.25,1.875,3.625,3.75,3,0,0,1,4,stem
2.375,3.0,4.125,3.625,3.0,4.125,-3,5,0,6,3,civil engineering
4.625,3.125,2.75,2.75,3.5,3.75,0,1,4,2,3,civil engineering
1.25,1.875,2.5,4.875,3.5,1.75,5,1,6,1,6,communications public relations
1.375,2.375,3.125,3.25,3.0,3.0,-2,-1,4,0,2,english
2.875,3.375,4.0,4.375,2.875,2.625,4,1,-2,1,5,logistic
1.25,1.625,1.5,3.75,1.375,1.625,-6,4,5,0,0,mechanical engineering
2.25,1.875,1.75,2.0,2.0,2.875,-4,4,2,0,2,business administration
1.5,3.625,1.25,4.75,3.75,4.375,-5,5,6,4,6,business
1.125,3.5,3.125,2.375,1.625,3.25,-5,5,4,-2,5,psychology
3.0,3.25,3.5,4.375,2.125,2.375,3,2,-4,0,6,philosophy
1.375,2.0,1.0,1.875,1.0,1.0,-1,0,4,0,2,tourism management
2.0,1.625,4.625,4.0,4.25,3.25,0,4,2,-5,4,tourism and hospitality
3.625,4.125,2.25,2.0,1.875,2.0,-4,-1,3,3,3,electrical engineering
3.375,4.375,3.375,4.375,3.125,3.75,2,2,5,1,5,marketing
2.0,3.375,2.75,4.125,4.0,5.0,-4,-1,4,-5,-1,finance
1.875,2.875,3.25,3.375,2.5,2.75,-1,3,3,2,2,psychology
2.75,1.375,2.125,3.25,1.25,1.25,-1,1,3,-1,-1,economy
2.125,3.625,1.875,4.375,2.75,1.5,-5,2,3,5,-2,health science
2.125,3.0,2.75,4.125,3.0,2.75,5,2,5,5,2,biomedical sciences
2.125,2.0,2.625,2.125,3.25,2.375,0,0,5,4,5,business management and accounting
2.375,2.875,2.625,2.875,1.625,2.75,-3,6,3,4,2,psychology
3.25,3.25,3.875,1.625,4.125,3.75,0,-1,5,3,4,business administration
1.125,1.625,1.875,4.0,2.0,1.625,-3,6,0,-4,2,early childhood education
2.625,3.375,3.625,3.875,4.0,3.375,5,1,-1,-1,4,business  it
2.25,1.75,2.625,4.375,3.0,3.5,1,1,5,3,6,rehab services
1.875,3.125,3.0,2.0,4.125,2.0,6,-1,5,-2,4,mechanical engineering
1.25,3.5,3.75,3.75,1.5,1.0,6,1,-2,-6,6,public health
1.125,1.875,1.375,3.5,1.75,1.25,2,0,5,1,0,psychology
1.0,2.625,4.75,3.375,2.75,1.5,-5,3,-1,1,5,phsycology
1.125,2.375,2.625,3.625,2.125,2.625,-3,5,6,4,3,business administration
1.0,2.75,3.5,2.75,1.75,4.125,-4,-2,1,-3,1,political science
2.625,3.625,2.875,3.5,4.375,2.25,3,1,-2,-1,0,biology
2.5,2.375,3.25,4.375,3.625,3.125,0,-1,-2,-4,3,psychology
3.25,2.375,1.875,1.5,2.0,2.125,-6,0,1,-1,-3,engineering
1.875,2.75,2.625,3.375,1.875,1.875,-5,6,3,0,2,nursing
2.75,4.25,3.125,3.125,1.625,2.5,-5,-3,-4,0,3,information systems
3.625,2.5,3.875,3.5,5.0,3.375,3,-1,1,-2,5,trade
2.375,4.0,2.75,4.0,1.75,3.125,1,4,4,0,4,business
2.75,2.75,1.5,4.0,2.5,1.125,1,5,6,5,5,criminal justice
2.125,2.75,3.375,2.375,2.75,1.5,-5,5,4,5,1,graphic design
1.0,3.625,2.5,4.5,1.75,1.125,-2,3,5,3,6,counseling
1.5,1.125,2.25,2.5,2.25,3.375,0,4,6,6,5,business
3.375,2.875,2.25,3.375,2.375,3.625,-1,-1,-1,0,0,engineering
1.375,4.5,1.75,3.5,1.625,3.375,4,2,6,5,2,biology
2.625,1.5,1.5,2.125,1.375,2.25,-4,2,-3,-6,5,engineering
2.625,3.875,3.25,4.125,2.75,2.875,-1,1,0,2,2,psychology
2.25,2.875,3.875,4.375,3.875,2.125,-6,2,-1,1,1,civil engineering
1.0,2.875,2.0,2.875,1.25,1.0,-4,-1,2,6,3,biology
2.25,3.625,2.25,3.125,3.25,3.25,-4,2,6,2,2,business
2.25,2.75,3.625,3.0,3.5,3.0,-1,0,5,-3,6,anthropology
1.5,5.0,4.0,4.125,2.5,2.75,3,0,3,-6,4,animal science
2.25,2.875,3.75,3.875,2.875,2.75,3,4,4,-3,1,architecture
4.0,3.375,2.875,5.0,3.75,3.75,-4,6,0,5,2,human services
2.75,2.25,2.25,3.0,2.375,5.0,3,2,6,1,1,counseling
2.625,3.0,4.5,4.125,3.625,2.875,1,2,-1,-1,1,management
2.375,3.25,2.625,3.5,3.0,3.25,5,1,1,5,3,emergency management
1.375,3.75,3.0,2.375,1.625,1.125,2,1,0,-2,4,art
3.25,2.875,3.75,4.125,2.375,2.625,0,6,6,6,5,electronics and instrumentation engineering
2.75,2.5,3.875,2.5,3.25,2.625,1,0,-1,3,4,economics
2.125,2.0,2.875,2.375,2.125,1.5,-3,4,2,0,3,english language teaching
1.0,3.625,1.5,2.125,2.0,1.125,-1,4,1,0,4,psychology
2.875,2.875,3.0,4.0,3.375,2.625,3,1,0,-1,2,food scientist
1.375,1.75,1.875,3.75,3.125,1.875,1,3,-1,0,2,english
1.625,3.375,3.75,3.625,2.25,1.25,3,1,-4,4,6,sociology
3.375,3.875,3.625,4.375,3.25,1.875,2,2,5,0,3,psychology
2.625,3.5,1.75,4.625,3.875,4.125,-4,-1,6,4,5,nursing
1.375,3.375,2.5,2.125,1.25,1.0,1,2,0,1,3,psychology
1.0,1.75,1.0,2.125,2.0,4.75,0,5,0,5,0,business
2.75,3.25,4.0,3.25,3.125,2.625,6,0,3,4,4,communication
1.0,2.125,2.125,5.0,2.25,1.5,-1,2,6,6,1,psychology
2.0,4.25,3.875,3.375,3.625,2.875,-5,1,0,-2,4,english
1.875,3.75,2.125,4.125,1.0,1.375,0,-1,-4,-3,4,medicine
1.375,4.25,3.5,3.0,1.5,2.125,-6,6,5,2,5,biotechnology
1.5,3.625,3.5,3.25,3.125,3.25,-3,0,3,0,3,electrical engineering
2.375,2.625,4.375,3.375,2.75,2.125,6,-1,-1,-3,0,psychology
1.125,3.875,1.625,3.5,3.25,4.0,-5,-1,6,5,-3,psychology
1.0,2.5,5.0,2.75,1.875,1.0,-6,5,-1,-1,5,art
3.25,3.25,2.125,4.125,1.875,3.0,5,1,6,4,4,counseling
2.5,3.625,1.5,4.25,2.625,2.75,-2,0,-3,-5,2,x
2.125,3.75,2.75,3.875,2.25,2.75,1,3,1,4,4,psychology
2.375,3.5,2.125,2.125,1.625,2.625,-6,0,1,0,6,business
1.875,3.125,1.625,4.125,2.0,3.75,-2,2,5,0,2,psychology
1.125,3.75,3.75,4.0,3.375,1.75,-1,3,4,0,4,nursing
2.625,3.375,3.875,3.75,3.375,2.25,3,0,1,2,4,tourism
1.625,1.875,1.25,2.5,3.75,2.25,1,1,2,0,4,english
1.0,1.625,1.375,2.625,1.125,1.375,-6,5,6,-4,0,psychology
3.125,4.375,3.75,4.125,2.25,2.375,2,5,0,1,2,physical therapy
1.875,2.625,2.75,2.375,3.375,2.5,1,0,-4,1,5,science
4.25,1.75,1.25,3.25,2.875,3.875,1,0,5,5,4,civil engineering
3.375,3.625,2.75,3.25,3.375,4.0,-4,-1,0,0,-1,information technology
1.375,4.5,3.5,3.875,2.0,2.125,0,2,4,1,5,environmental engineering
2.5,2.875,2.625,3.875,2.75,4.0,-4,5,2,-5,-1,psychology
1.125,4.0,3.0,4.375,2.5,1.375,2,1,5,-1,2,psychology
2.5,4.625,4.5,3.375,2.75,3.125,0,1,-3,0,5,psychology
2.25,4.375,3.75,4.25,3.0,4.0,4,3,5,4,0,psychology
3.25,4.75,4.5,1.5,1.875,2.875,0,0,-1,-6,6,english
1.625,3.5,2.125,3.0,1.125,1.5,-4,0,2,2,-2,psychology
1.25,3.375,1.0,2.375,1.5,2.0,6,5,2,0,-1,chemistry
3.75,3.25,4.75,4.375,3.25,3.75,2,5,5,3,4,computer science
1.25,2.25,2.25,3.625,2.25,3.875,-3,-2,3,-6,-1,spanish
1.75,2.5,2.375,4.75,2.5,2.125,-1,3,4,3,4,psychology
1.875,3.5,2.625,4.0,2.25,1.0,2,-2,-4,-6,3,pre med
4.75,1.5,1.25,1.5,1.375,2.625,-2,-2,2,3,-1,electrical engineering
1.25,1.5,3.0,3.75,3.0,1.5,4,1,5,5,4,culinary art
1.5,2.0,1.5,5.0,2.0,1.75,6,1,2,6,6,psychology
1.625,2.0,3.5,3.25,2.375,1.625,0,0,1,1,4,english
